STN_CODE,Sampling_date,State,Location,Type,SO2,NO2
392,8/10/2021,Gujarat,SURAT,Engineering,33.5,97.8
393,8/10/2021,Gujarat,SURAT,Accounting,32.6,18.7
394,3/27/2021,Gujarat,SURAT,Support,88.6,75.3
395,2/25/2021,Andhra Pradesh,Hyderabad,Sales,37.9,74.8
396,2/21/2021,Andhra Pradesh,Hyderabad,Research and Development,67.2,2.7
397,10/17/2020,Gujarat,SURAT,Training,78.2,90.0
398,7/31/2021,Gujarat,SURAT,Accounting,70.6,58.1
399,10/3/2020,Andhra Pradesh,Hyderabad,Research and Development,84.6,46.9
400,4/8/2021,Gujarat,SURAT,Business Development,27.4,65.5
401,8/9/2021,Gujarat,SURAT,Services,61.2,35.2
402,10/24/2020,Andhra Pradesh,Hyderabad,Human Resources,41.6,29.7
403,7/12/2021,Gujarat,SURAT,Marketing,72.5,94.8
404,1/4/2021,Andhra Pradesh,Hyderabad,Legal,6.5,83.9
405,12/6/2020,Gujarat,SURAT,Human Resources,77.0,57.5
406,5/19/2021,Gujarat,SURAT,Human Resources,11.1,37.4
407,11/17/2020,Andhra Pradesh,Hyderabad,Marketing,15.3,7.5
408,9/18/2021,Gujarat,SURAT,Research and Development,61.7,91.5
409,1/11/2021,Andhra Pradesh,Hyderabad,Training,12.6,84.2
410,12/8/2020,Andhra Pradesh,Hyderabad,Sales,76.9,74.4
411,9/12/2021,Andhra Pradesh,Hyderabad,Marketing,87.4,30.2
412,8/12/2021,Gujarat,SURAT,Marketing,69.9,88.8
413,9/25/2020,Gujarat,SURAT,Legal,30.5,32.4
414,10/19/2020,Gujarat,SURAT,Support,24.0,29.2
415,2/28/2021,Andhra Pradesh,Hyderabad,Business Development,29.9,3.2
416,4/17/2021,Gujarat,SURAT,Research and Development,4.3,47.2
417,6/22/2021,Gujarat,SURAT,Training,90.9,94.1
418,9/19/2021,Andhra Pradesh,Hyderabad,Business Development,85.9,90.5
419,3/22/2021,Gujarat,SURAT,Marketing,98.7,84.3
420,9/24/2020,Andhra Pradesh,Hyderabad,Services,68.8,64.2
421,7/13/2021,Gujarat,SURAT,Research and Development,91.8,52.2
422,3/26/2021,Gujarat,SURAT,Engineering,15.5,75.7
423,3/23/2021,Andhra Pradesh,Hyderabad,Legal,55.0,34.7
424,7/7/2021,Gujarat,SURAT,Training,23.2,35.3
425,5/16/2021,Gujarat,SURAT,Support,65.2,28.1
426,9/6/2021,Gujarat,SURAT,Sales,76.4,8.5
427,3/6/2021,Andhra Pradesh,Hyderabad,Support,95.4,45.7
428,1/2/2021,Andhra Pradesh,Hyderabad,Research and Development,68.9,61.9
429,1/15/2021,Gujarat,SURAT,Services,22.8,46.0
430,6/30/2021,Gujarat,SURAT,Services,45.6,13.4
431,3/18/2021,Andhra Pradesh,Hyderabad,Marketing,25.2,28.1
432,3/28/2021,Andhra Pradesh,Hyderabad,Product Management,35.4,77.6
433,8/17/2021,Andhra Pradesh,Hyderabad,Human Resources,81.2,12.7
434,12/20/2020,Andhra Pradesh,Hyderabad,Business Development,87.9,99.6
435,6/23/2021,Gujarat,SURAT,Training,61.1,95.2
436,12/11/2020,Andhra Pradesh,Hyderabad,Human Resources,21.4,66.3
437,8/26/2021,Andhra Pradesh,Hyderabad,Marketing,1.9,65.6
438,7/3/2021,Gujarat,SURAT,Marketing,23.4,81.4
439,11/12/2020,Andhra Pradesh,Hyderabad,Training,74.0,52.3
440,5/2/2021,Gujarat,SURAT,Training,53.0,94.6
441,1/31/2021,Andhra Pradesh,Hyderabad,Accounting,36.2,74.4
442,9/28/2020,Andhra Pradesh,Hyderabad,Accounting,97.1,76.7
443,12/17/2020,Gujarat,SURAT,Product Management,98.1,91.6
444,2/7/2021,Andhra Pradesh,Hyderabad,Services,83.6,77.8
445,6/1/2021,Andhra Pradesh,Hyderabad,Marketing,1.7,74.8
446,7/17/2021,Andhra Pradesh,Hyderabad,Services,52.4,96.0
447,11/30/2020,Gujarat,SURAT,Sales,77.7,67.7
448,12/21/2020,Gujarat,SURAT,Training,8.7,93.4
449,12/24/2020,Gujarat,SURAT,Human Resources,34.4,94.2
450,12/15/2020,Gujarat,SURAT,Legal,66.2,92.0
451,11/8/2020,Andhra Pradesh,Hyderabad,Research and Development,61.3,48.4
452,10/26/2020,Gujarat,SURAT,Training,9.1,23.4
453,6/1/2021,Andhra Pradesh,Hyderabad,Services,92.3,9.1
454,1/13/2021,Gujarat,SURAT,Sales,38.7,7.1
455,4/28/2021,Gujarat,SURAT,Legal,81.3,93.0
456,9/23/2020,Andhra Pradesh,Hyderabad,Accounting,84.0,66.1
457,2/6/2021,Andhra Pradesh,Hyderabad,Human Resources,57.2,31.5
458,3/1/2021,Andhra Pradesh,Hyderabad,Legal,51.8,18.6
459,9/22/2020,Gujarat,SURAT,Legal,59.8,72.5
460,5/7/2021,Gujarat,SURAT,Business Development,58.3,95.1
461,9/1/2021,Gujarat,SURAT,Accounting,69.8,60.1
462,11/29/2020,Andhra Pradesh,Hyderabad,Product Management,84.7,15.1
463,3/2/2021,Gujarat,SURAT,Training,54.8,72.3
464,10/14/2020,Andhra Pradesh,Hyderabad,Legal,52.6,15.7
465,4/19/2021,Gujarat,SURAT,Product Management,59.8,41.3
466,11/23/2020,Andhra Pradesh,Hyderabad,Support,46.6,37.0
467,11/23/2020,Andhra Pradesh,Hyderabad,Training,58.6,91.3
468,5/27/2021,Andhra Pradesh,Hyderabad,Engineering,87.4,65.6
469,4/19/2021,Andhra Pradesh,Hyderabad,Legal,99.5,74.1
470,2/10/2021,Gujarat,SURAT,Training,80.5,91.7
471,5/29/2021,Gujarat,SURAT,Services,65.6,66.6
472,1/16/2021,Andhra Pradesh,Hyderabad,Services,74.8,21.3
473,4/25/2021,Gujarat,SURAT,Sales,71.9,69.1
474,11/6/2020,Gujarat,SURAT,Services,59.9,34.3
475,10/15/2020,Gujarat,SURAT,Product Management,22.8,99.1
476,3/3/2021,Gujarat,SURAT,Legal,59.3,46.3
477,10/14/2020,Gujarat,SURAT,Business Development,49.0,45.4
478,6/30/2021,Gujarat,SURAT,Services,7.9,33.9
479,11/26/2020,Andhra Pradesh,Hyderabad,Research and Development,24.7,68.3
480,5/23/2021,Gujarat,SURAT,Services,21.1,46.8
481,5/24/2021,Andhra Pradesh,Hyderabad,Research and Development,49.9,79.3
482,12/11/2020,Andhra Pradesh,Hyderabad,Research and Development,71.6,26.1
483,2/15/2021,Andhra Pradesh,Hyderabad,Accounting,30.7,18.1
484,1/26/2021,Andhra Pradesh,Hyderabad,Support,30.0,91.1
485,7/25/2021,Gujarat,SURAT,Research and Development,26.5,31.8
486,12/29/2020,Gujarat,SURAT,Product Management,77.1,11.7
487,9/29/2020,Gujarat,SURAT,Support,77.6,32.1
488,12/2/2020,Gujarat,SURAT,Business Development,4.4,63.9
489,10/25/2020,Gujarat,SURAT,Services,90.7,24.7
490,10/9/2020,Andhra Pradesh,Hyderabad,Research and Development,91.2,80.0
491,8/7/2021,Gujarat,SURAT,Support,66.1,65.9
492,1/24/2021,Andhra Pradesh,Hyderabad,Research and Development,49.0,82.2
493,2/21/2021,Gujarat,SURAT,Engineering,21.9,16.3
494,4/7/2021,Gujarat,SURAT,Legal,50.0,27.6
495,7/9/2021,Andhra Pradesh,Hyderabad,Human Resources,70.1,48.7
496,11/15/2020,Gujarat,SURAT,Services,55.1,54.4
497,5/19/2021,Andhra Pradesh,Hyderabad,Business Development,67.4,41.7
498,10/12/2020,Andhra Pradesh,Hyderabad,Legal,27.0,1.7
499,1/25/2021,Andhra Pradesh,Hyderabad,Human Resources,10.1,16.7
500,10/22/2020,Andhra Pradesh,Hyderabad,Support,20.6,1.7
501,1/13/2021,Andhra Pradesh,Hyderabad,Accounting,77.7,90.1
502,7/17/2021,Gujarat,SURAT,Services,6.9,74.0
503,10/30/2020,Andhra Pradesh,Hyderabad,Legal,81.6,47.6
504,11/8/2020,Andhra Pradesh,Hyderabad,Sales,12.5,19.3
505,8/24/2021,Gujarat,SURAT,Human Resources,22.4,5.6
506,9/10/2021,Gujarat,SURAT,Sales,97.2,65.5
507,5/26/2021,Gujarat,SURAT,Training,99.6,31.3
508,11/5/2020,Andhra Pradesh,Hyderabad,Legal,14.3,43.5
509,9/15/2021,Andhra Pradesh,Hyderabad,Business Development,74.3,21.5
510,11/22/2020,Andhra Pradesh,Hyderabad,Human Resources,59.8,36.4
511,1/26/2021,Gujarat,SURAT,Training,39.6,82.8
512,9/23/2020,Gujarat,SURAT,Business Development,26.1,92.5
513,2/14/2021,Andhra Pradesh,Hyderabad,Services,70.8,12.5
514,12/30/2020,Gujarat,SURAT,Business Development,5.6,14.8
515,11/24/2020,Andhra Pradesh,Hyderabad,Training,12.2,77.4
516,6/22/2021,Andhra Pradesh,Hyderabad,Research and Development,10.9,72.8
517,5/10/2021,Gujarat,SURAT,Research and Development,57.1,99.5
518,12/25/2020,Andhra Pradesh,Hyderabad,Research and Development,49.7,80.7
519,10/27/2020,Gujarat,SURAT,Services,46.4,74.0
520,3/17/2021,Gujarat,SURAT,Business Development,36.5,3.2
521,5/22/2021,Gujarat,SURAT,Research and Development,74.0,5.3
522,6/21/2021,Gujarat,SURAT,Services,72.9,24.8
523,10/12/2020,Andhra Pradesh,Hyderabad,Accounting,91.4,42.4
524,3/29/2021,Andhra Pradesh,Hyderabad,Sales,23.0,49.3
525,12/24/2020,Gujarat,SURAT,Product Management,73.6,28.0
526,7/25/2021,Gujarat,SURAT,Human Resources,28.8,45.8
527,8/8/2021,Gujarat,SURAT,Legal,52.6,9.6
528,1/4/2021,Andhra Pradesh,Hyderabad,Product Management,64.6,55.0
529,4/13/2021,Andhra Pradesh,Hyderabad,Product Management,12.9,12.5
530,12/23/2020,Gujarat,SURAT,Engineering,89.2,34.2
531,4/1/2021,Gujarat,SURAT,Legal,81.0,88.4
532,9/7/2021,Andhra Pradesh,Hyderabad,Legal,29.4,25.0
533,4/9/2021,Andhra Pradesh,Hyderabad,Business Development,86.7,63.3
534,8/4/2021,Gujarat,SURAT,Accounting,44.1,1.9
535,7/2/2021,Andhra Pradesh,Hyderabad,Sales,94.8,21.3
536,6/1/2021,Gujarat,SURAT,Product Management,80.1,72.2
537,9/20/2020,Gujarat,SURAT,Product Management,35.5,87.6
538,12/29/2020,Gujarat,SURAT,Accounting,97.2,17.6
539,11/3/2020,Gujarat,SURAT,Business Development,25.3,98.7
540,4/16/2021,Gujarat,SURAT,Human Resources,95.7,73.0
541,8/21/2021,Gujarat,SURAT,Business Development,62.6,33.2
542,1/3/2021,Gujarat,SURAT,Sales,81.0,17.1
543,12/3/2020,Andhra Pradesh,Hyderabad,Marketing,37.4,34.8
544,5/29/2021,Andhra Pradesh,Hyderabad,Support,72.7,2.1
545,1/25/2021,Gujarat,SURAT,Legal,82.3,8.4
546,6/26/2021,Andhra Pradesh,Hyderabad,Legal,17.6,61.8
547,9/13/2021,Andhra Pradesh,Hyderabad,Marketing,51.4,26.7
548,10/2/2020,Gujarat,SURAT,Business Development,80.4,17.6
549,8/26/2021,Gujarat,SURAT,Services,39.8,76.4
550,10/6/2020,Gujarat,SURAT,Training,73.2,55.7
551,12/5/2020,Gujarat,SURAT,Services,69.9,78.6
552,1/18/2021,Andhra Pradesh,Hyderabad,Product Management,2.9,43.2
553,7/3/2021,Andhra Pradesh,Hyderabad,Engineering,9.9,18.1
554,11/27/2020,Gujarat,SURAT,Marketing,53.5,39.7
555,7/18/2021,Gujarat,SURAT,Sales,29.5,63.9
556,7/23/2021,Gujarat,SURAT,Engineering,13.2,88.1
557,1/22/2021,Gujarat,SURAT,Product Management,4.5,79.0
558,4/17/2021,Gujarat,SURAT,Product Management,63.2,50.9
559,6/1/2021,Andhra Pradesh,Hyderabad,Support,81.4,38.6
560,4/28/2021,Andhra Pradesh,Hyderabad,Marketing,96.2,57.3
561,10/2/2020,Andhra Pradesh,Hyderabad,Engineering,62.9,1.4
562,1/11/2021,Andhra Pradesh,Hyderabad,Human Resources,45.5,77.5
563,7/26/2021,Gujarat,SURAT,Business Development,10.4,73.8
564,5/25/2021,Andhra Pradesh,Hyderabad,Training,76.8,49.1
565,2/21/2021,Andhra Pradesh,Hyderabad,Support,11.6,84.0
566,7/6/2021,Gujarat,SURAT,Research and Development,8.2,50.5
567,2/10/2021,Gujarat,SURAT,Research and Development,88.5,7.7
568,2/10/2021,Andhra Pradesh,Hyderabad,Marketing,54.8,78.7
569,7/12/2021,Gujarat,SURAT,Services,7.1,35.2
570,6/10/2021,Gujarat,SURAT,Services,3.7,76.6
571,10/19/2020,Gujarat,SURAT,Services,56.7,38.4
572,1/24/2021,Gujarat,SURAT,Product Management,76.8,63.9
573,11/27/2020,Gujarat,SURAT,Product Management,63.7,68.5
574,12/1/2020,Gujarat,SURAT,Legal,67.4,2.7
575,6/1/2021,Andhra Pradesh,Hyderabad,Legal,62.4,93.5
576,6/17/2021,Andhra Pradesh,Hyderabad,Marketing,57.0,92.5
577,10/2/2020,Gujarat,SURAT,Business Development,56.8,76.5
578,11/7/2020,Gujarat,SURAT,Legal,32.2,4.0
579,3/6/2021,Gujarat,SURAT,Legal,25.7,95.9
580,12/22/2020,Gujarat,SURAT,Engineering,2.6,24.4
581,7/31/2021,Gujarat,SURAT,Services,4.6,89.8
582,2/1/2021,Andhra Pradesh,Hyderabad,Training,22.1,71.3
583,3/25/2021,Gujarat,SURAT,Support,16.5,33.3
584,4/11/2021,Gujarat,SURAT,Accounting,92.9,2.7
585,11/3/2020,Andhra Pradesh,Hyderabad,Sales,51.9,51.3
586,5/22/2021,Andhra Pradesh,Hyderabad,Training,68.5,94.5
587,4/18/2021,Gujarat,SURAT,Business Development,32.4,36.9
588,8/15/2021,Andhra Pradesh,Hyderabad,Sales,10.8,31.2
589,8/13/2021,Andhra Pradesh,Hyderabad,Accounting,94.6,9.7
590,7/15/2021,Gujarat,SURAT,Marketing,18.3,59.9
591,5/20/2021,Andhra Pradesh,Hyderabad,Research and Development,69.7,27.4
592,7/18/2021,Gujarat,SURAT,Legal,37.7,5.4
593,2/10/2021,Gujarat,SURAT,Human Resources,8.3,90.1
594,4/25/2021,Gujarat,SURAT,Business Development,76.2,49.2
595,8/9/2021,Gujarat,SURAT,Product Management,10.7,61.2
596,8/3/2021,Andhra Pradesh,Hyderabad,Product Management,61.0,63.3
597,8/24/2021,Andhra Pradesh,Hyderabad,Training,61.9,62.5
598,6/29/2021,Gujarat,SURAT,Business Development,38.7,37.0
599,5/7/2021,Andhra Pradesh,Hyderabad,Legal,17.8,25.7
600,5/7/2021,Gujarat,SURAT,Human Resources,32.6,51.6
601,6/13/2021,Andhra Pradesh,Hyderabad,Marketing,83.7,32.0
602,9/24/2020,Gujarat,SURAT,Research and Development,3.5,57.8
603,1/29/2021,Gujarat,SURAT,Services,38.2,71.6
604,1/30/2021,Andhra Pradesh,Hyderabad,Support,43.2,56.2
605,8/19/2021,Andhra Pradesh,Hyderabad,Engineering,39.1,32.1
606,4/16/2021,Gujarat,SURAT,Marketing,36.9,54.1
607,10/22/2020,Gujarat,SURAT,Product Management,51.8,57.9
608,3/12/2021,Andhra Pradesh,Hyderabad,Human Resources,69.4,23.0
609,10/17/2020,Gujarat,SURAT,Support,22.0,28.2
610,7/5/2021,Andhra Pradesh,Hyderabad,Accounting,62.1,64.0
611,9/2/2021,Andhra Pradesh,Hyderabad,Product Management,22.4,63.9
612,8/11/2021,Gujarat,SURAT,Marketing,27.2,39.6
613,10/28/2020,Andhra Pradesh,Hyderabad,Product Management,66.6,56.4
614,11/19/2020,Andhra Pradesh,Hyderabad,Marketing,82.3,43.9
615,7/3/2021,Andhra Pradesh,Hyderabad,Research and Development,52.8,37.0
616,10/16/2020,Gujarat,SURAT,Legal,50.4,44.3
617,5/9/2021,Andhra Pradesh,Hyderabad,Training,9.4,4.1
618,2/27/2021,Andhra Pradesh,Hyderabad,Accounting,1.9,56.3
619,2/10/2021,Andhra Pradesh,Hyderabad,Business Development,50.9,54.7
620,7/9/2021,Andhra Pradesh,Hyderabad,Product Management,79.1,93.5
621,11/26/2020,Andhra Pradesh,Hyderabad,Business Development,59.3,34.1
622,4/10/2021,Gujarat,SURAT,Engineering,90.3,79.9
623,4/8/2021,Gujarat,SURAT,Product Management,45.6,10.8
624,2/22/2021,Gujarat,SURAT,Accounting,72.7,13.9
625,6/17/2021,Andhra Pradesh,Hyderabad,Research and Development,12.7,93.2
626,7/13/2021,Gujarat,SURAT,Marketing,28.9,28.0
627,12/6/2020,Andhra Pradesh,Hyderabad,Services,89.8,41.4
628,1/26/2021,Gujarat,SURAT,Human Resources,56.4,22.2
629,4/14/2021,Andhra Pradesh,Hyderabad,Training,27.6,31.7
630,9/1/2021,Andhra Pradesh,Hyderabad,Marketing,59.6,55.9
631,8/15/2021,Andhra Pradesh,Hyderabad,Research and Development,71.7,53.7
632,9/10/2021,Gujarat,SURAT,Training,30.4,69.4
633,7/9/2021,Andhra Pradesh,Hyderabad,Human Resources,93.2,96.8
634,9/6/2021,Gujarat,SURAT,Accounting,51.0,33.3
635,6/6/2021,Gujarat,SURAT,Support,35.8,49.8
636,12/26/2020,Gujarat,SURAT,Services,20.5,71.5
637,3/3/2021,Andhra Pradesh,Hyderabad,Support,93.7,41.1
638,11/27/2020,Andhra Pradesh,Hyderabad,Engineering,18.1,38.4
639,4/29/2021,Gujarat,SURAT,Legal,34.2,97.9
640,8/23/2021,Gujarat,SURAT,Accounting,1.4,33.2
641,12/10/2020,Gujarat,SURAT,Training,42.9,85.2
642,1/21/2021,Andhra Pradesh,Hyderabad,Training,73.7,83.5
643,3/11/2021,Gujarat,SURAT,Training,41.0,63.3
644,12/27/2020,Andhra Pradesh,Hyderabad,Sales,77.8,96.5
645,2/20/2021,Andhra Pradesh,Hyderabad,Training,48.6,52.4
646,7/18/2021,Gujarat,SURAT,Legal,25.3,45.8
647,12/15/2020,Andhra Pradesh,Hyderabad,Sales,57.4,98.3
648,7/3/2021,Gujarat,SURAT,Support,62.3,93.2
649,7/26/2021,Gujarat,SURAT,Human Resources,50.0,83.5
650,11/6/2020,Andhra Pradesh,Hyderabad,Marketing,90.9,7.3
651,8/17/2021,Gujarat,SURAT,Sales,93.7,30.5
652,7/11/2021,Gujarat,SURAT,Support,17.5,89.1
653,12/15/2020,Gujarat,SURAT,Research and Development,20.5,19.6
654,7/3/2021,Andhra Pradesh,Hyderabad,Business Development,83.2,80.6
655,6/17/2021,Andhra Pradesh,Hyderabad,Business Development,63.7,51.6
656,2/11/2021,Gujarat,SURAT,Sales,44.6,15.6
657,2/21/2021,Andhra Pradesh,Hyderabad,Human Resources,1.8,74.2
658,2/3/2021,Andhra Pradesh,Hyderabad,Marketing,67.2,32.0
659,9/20/2021,Gujarat,SURAT,Business Development,19.9,26.3
660,7/17/2021,Gujarat,SURAT,Engineering,53.2,64.0
661,3/20/2021,Gujarat,SURAT,Support,95.2,84.7
662,5/13/2021,Andhra Pradesh,Hyderabad,Business Development,54.3,78.5
663,12/14/2020,Gujarat,SURAT,Services,21.8,20.0
664,9/17/2021,Gujarat,SURAT,Business Development,85.3,97.0
665,2/26/2021,Andhra Pradesh,Hyderabad,Training,23.7,3.8
666,4/11/2021,Gujarat,SURAT,Human Resources,7.4,98.2
667,8/18/2021,Andhra Pradesh,Hyderabad,Business Development,6.0,24.5
668,8/17/2021,Gujarat,SURAT,Engineering,57.3,91.5
669,8/12/2021,Andhra Pradesh,Hyderabad,Human Resources,43.9,59.0
670,6/9/2021,Andhra Pradesh,Hyderabad,Product Management,27.2,86.4
671,5/7/2021,Andhra Pradesh,Hyderabad,Business Development,53.2,35.7
672,6/24/2021,Andhra Pradesh,Hyderabad,Marketing,72.4,37.2
673,4/19/2021,Gujarat,SURAT,Legal,43.5,35.9
674,12/8/2020,Gujarat,SURAT,Business Development,42.6,65.3
675,12/13/2020,Gujarat,SURAT,Research and Development,80.1,93.1
676,12/7/2020,Andhra Pradesh,Hyderabad,Services,74.9,47.2
677,8/2/2021,Gujarat,SURAT,Services,87.4,44.5
678,1/17/2021,Gujarat,SURAT,Business Development,26.5,62.4
679,1/22/2021,Andhra Pradesh,Hyderabad,Training,85.2,94.4
680,6/18/2021,Andhra Pradesh,Hyderabad,Product Management,46.0,14.9
681,6/24/2021,Gujarat,SURAT,Legal,18.1,33.6
682,5/11/2021,Gujarat,SURAT,Human Resources,69.6,75.9
683,7/4/2021,Andhra Pradesh,Hyderabad,Business Development,1.7,43.4
684,5/15/2021,Gujarat,SURAT,Human Resources,96.5,61.6
685,3/5/2021,Gujarat,SURAT,Training,68.2,75.1
686,11/23/2020,Gujarat,SURAT,Engineering,87.5,76.1
687,10/2/2020,Gujarat,SURAT,Services,18.9,24.0
688,2/21/2021,Andhra Pradesh,Hyderabad,Services,11.8,43.3
689,11/3/2020,Andhra Pradesh,Hyderabad,Accounting,33.2,72.2
690,8/20/2021,Andhra Pradesh,Hyderabad,Product Management,96.6,11.7
691,2/27/2021,Gujarat,SURAT,Accounting,10.5,80.1
692,10/17/2020,Andhra Pradesh,Hyderabad,Business Development,40.5,57.8
693,1/26/2021,Andhra Pradesh,Hyderabad,Human Resources,6.9,26.5
694,12/13/2020,Gujarat,SURAT,Support,60.1,34.3
695,4/5/2021,Andhra Pradesh,Hyderabad,Research and Development,91.2,84.2
696,12/10/2020,Gujarat,SURAT,Business Development,54.6,59.4
697,5/8/2021,Andhra Pradesh,Hyderabad,Marketing,90.1,52.9
698,6/4/2021,Andhra Pradesh,Hyderabad,Engineering,77.3,30.9
699,8/7/2021,Andhra Pradesh,Hyderabad,Services,41.2,97.6
700,2/9/2021,Gujarat,SURAT,Accounting,19.4,34.4
701,3/31/2021,Gujarat,SURAT,Business Development,60.7,22.6
702,11/8/2020,Gujarat,SURAT,Research and Development,82.3,38.5
703,2/18/2021,Gujarat,SURAT,Services,68.9,88.2
704,5/31/2021,Gujarat,SURAT,Legal,10.5,21.8
705,2/19/2021,Gujarat,SURAT,Research and Development,34.5,67.2
706,10/1/2020,Andhra Pradesh,Hyderabad,Services,52.7,58.9
707,3/8/2021,Andhra Pradesh,Hyderabad,Product Management,55.2,70.0
708,5/6/2021,Andhra Pradesh,Hyderabad,Human Resources,71.3,12.2
709,9/25/2020,Gujarat,SURAT,Services,62.0,72.8
710,1/20/2021,Gujarat,SURAT,Training,76.8,15.7
711,3/24/2021,Andhra Pradesh,Hyderabad,Support,39.0,91.3
712,6/22/2021,Andhra Pradesh,Hyderabad,Support,55.3,71.3
713,6/23/2021,Gujarat,SURAT,Product Management,52.6,55.1
714,12/9/2020,Gujarat,SURAT,Services,24.9,24.7
715,7/19/2021,Andhra Pradesh,Hyderabad,Engineering,8.7,44.8
716,12/20/2020,Gujarat,SURAT,Human Resources,23.0,98.8
717,7/18/2021,Andhra Pradesh,Hyderabad,Research and Development,38.1,87.8
718,9/26/2020,Andhra Pradesh,Hyderabad,Training,65.5,57.9
719,9/23/2020,Andhra Pradesh,Hyderabad,Human Resources,39.1,50.2
720,5/19/2021,Gujarat,SURAT,Human Resources,41.0,50.9
721,5/18/2021,Andhra Pradesh,Hyderabad,Marketing,8.6,18.2
722,2/15/2021,Gujarat,SURAT,Services,16.4,60.8
723,11/20/2020,Gujarat,SURAT,Legal,50.9,22.6
724,4/5/2021,Andhra Pradesh,Hyderabad,Support,55.6,29.6
725,5/3/2021,Gujarat,SURAT,Support,99.9,82.7
726,12/28/2020,Andhra Pradesh,Hyderabad,Services,81.4,67.9
727,6/1/2021,Gujarat,SURAT,Training,61.4,96.1
728,11/10/2020,Gujarat,SURAT,Services,51.5,21.4
729,6/20/2021,Andhra Pradesh,Hyderabad,Legal,53.1,41.3
730,7/14/2021,Andhra Pradesh,Hyderabad,Sales,3.3,4.1
731,11/7/2020,Gujarat,SURAT,Legal,53.3,26.4
732,1/24/2021,Andhra Pradesh,Hyderabad,Legal,26.2,82.5
733,4/2/2021,Gujarat,SURAT,Training,48.0,12.2
734,4/3/2021,Gujarat,SURAT,Engineering,66.6,31.1
735,6/27/2021,Gujarat,SURAT,Engineering,43.1,68.9
736,12/30/2020,Gujarat,SURAT,Services,63.1,71.3
737,6/15/2021,Gujarat,SURAT,Sales,21.1,1.2
738,11/30/2020,Gujarat,SURAT,Research and Development,95.6,94.0
739,9/23/2020,Andhra Pradesh,Hyderabad,Support,95.6,67.8
740,5/2/2021,Gujarat,SURAT,Engineering,15.6,37.7
741,1/16/2021,Andhra Pradesh,Hyderabad,Accounting,92.1,64.1
742,8/21/2021,Gujarat,SURAT,Support,71.0,97.2
743,9/20/2020,Gujarat,SURAT,Support,97.7,75.8
744,8/19/2021,Gujarat,SURAT,Research and Development,21.7,74.3
745,1/3/2021,Gujarat,SURAT,Engineering,47.3,77.3
746,9/16/2021,Andhra Pradesh,Hyderabad,Engineering,53.1,52.9
747,1/3/2021,Gujarat,SURAT,Legal,35.2,24.8
748,3/20/2021,Andhra Pradesh,Hyderabad,Engineering,37.9,80.4
749,5/25/2021,Gujarat,SURAT,Support,1.7,57.1
750,5/25/2021,Gujarat,SURAT,Product Management,66.4,81.5
751,8/17/2021,Gujarat,SURAT,Research and Development,89.0,55.0
752,2/26/2021,Gujarat,SURAT,Support,56.8,42.1
753,11/18/2020,Andhra Pradesh,Hyderabad,Training,17.8,15.2
754,12/15/2020,Gujarat,SURAT,Services,64.2,44.1
755,12/13/2020,Gujarat,SURAT,Business Development,59.5,38.1
756,4/2/2021,Andhra Pradesh,Hyderabad,Sales,21.0,71.9
757,1/20/2021,Gujarat,SURAT,Legal,87.4,71.9
758,7/26/2021,Andhra Pradesh,Hyderabad,Training,70.0,62.4
759,5/8/2021,Andhra Pradesh,Hyderabad,Product Management,75.3,53.5
760,1/28/2021,Andhra Pradesh,Hyderabad,Services,13.4,74.1
761,4/4/2021,Gujarat,SURAT,Sales,34.1,61.6
762,7/14/2021,Gujarat,SURAT,Services,51.2,78.1
763,1/15/2021,Gujarat,SURAT,Marketing,22.2,43.1
764,6/18/2021,Gujarat,SURAT,Research and Development,34.0,80.3
765,1/21/2021,Gujarat,SURAT,Accounting,35.6,65.0
766,12/21/2020,Gujarat,SURAT,Training,23.3,58.3
767,9/20/2021,Gujarat,SURAT,Research and Development,78.4,63.4
768,6/27/2021,Andhra Pradesh,Hyderabad,Product Management,38.2,16.0
769,4/7/2021,Andhra Pradesh,Hyderabad,Legal,60.1,33.9
770,8/11/2021,Gujarat,SURAT,Engineering,59.8,5.4
771,10/14/2020,Andhra Pradesh,Hyderabad,Business Development,87.1,22.9
772,4/22/2021,Gujarat,SURAT,Accounting,21.9,64.9
773,4/16/2021,Gujarat,SURAT,Services,4.3,61.7
774,1/2/2021,Gujarat,SURAT,Product Management,9.3,27.6
775,9/30/2020,Gujarat,SURAT,Marketing,84.5,51.2
776,7/1/2021,Gujarat,SURAT,Marketing,99.5,23.4
777,3/16/2021,Andhra Pradesh,Hyderabad,Legal,68.1,35.1
778,8/14/2021,Andhra Pradesh,Hyderabad,Human Resources,15.8,52.4
779,1/1/2021,Gujarat,SURAT,Accounting,51.2,25.3
780,6/14/2021,Gujarat,SURAT,Marketing,61.4,75.9
781,4/13/2021,Andhra Pradesh,Hyderabad,Human Resources,47.5,81.1
782,2/8/2021,Gujarat,SURAT,Services,63.0,86.5
783,1/6/2021,Gujarat,SURAT,Business Development,58.8,5.1
784,5/26/2021,Gujarat,SURAT,Business Development,15.9,95.7
785,10/1/2020,Andhra Pradesh,Hyderabad,Support,94.8,18.6
786,7/22/2021,Gujarat,SURAT,Product Management,30.6,4.0
787,10/15/2020,Gujarat,SURAT,Accounting,32.7,61.6
788,4/7/2021,Andhra Pradesh,Hyderabad,Support,65.4,66.7
789,3/1/2021,Gujarat,SURAT,Sales,16.6,8.8
